Contrast2,homogeneity2,energy2 ,correlation2 ,contrast3 ,homogeneity3 ,energy3 ,correlation3 ,z1_ent ,z1_mean ,z1_median ,z1_stand_dev ,bases_cnt.A ,bases_cnt.C ,bases_cnt.G ,bases_cnt.T,CAG_count,Class_label
3.009202454,0.711846334,0.330366216,0.372013698,0,1,0.5047929,1,3.572706921,1.023287523,1.023642742,0.365582334,69,103,77,78,10,1
2.533333333,0.765616883,0.422075298,0.413310876,0,1,0.590438203,1,3.244021648,1.109138241,1.063224749,0.403309226,66,99,103,63,7,1
3,0.710726977,0.327771741,0.412368761,0,1,0.491127207,1,3.939479753,1.048573846,1.006121973,0.402414308,103,120,126,121,13,1
2.787234043,0.724886018,0.349919521,0.387664444,0,1,0.534309656,1,3.961312421,1.040752413,1.027469756,0.367583919,113,165,136,151,18,1
2.706927176,0.747278609,0.393669412,0.38118482,0,1,0.579812384,1,3.423294922,1.063890169,1.047232124,0.36806549,40,85,60,48,8,1
3.220103986,0.691850293,0.305077058,0.268903013,0,1,0.494252942,1,4.17345646,1.048182775,1.019571132,0.392692531,126,183,154,115,23,1
3.828125,0.625861855,0.198055314,0.492130677,0,1,0.358487846,1,5.007532492,0.942883106,0.957718117,0.429186693,123,79,80,108,10,1
4.133913043,0.595380952,0.171375425,0.468516976,0,1,0.32887852,1,5.293118698,0.914758938,0.9167344,0.424753536,170,117,123,137,13,1
2.679442509,0.708468143,0.313940924,0.411315028,0,1,0.503370888,1,3.931681903,1.09862527,1.091475001,0.42366579,90,120,151,75,17,1
3.54973822,0.687634006,0.298112564,0.360408247,0,1,0.478353507,1,4.195547857,1.031919363,1.035573108,0.408310718,113,137,125,94,13,1
2.853146853,0.722196553,0.342058291,0.386308056,0,1,0.525774452,1,3.767514733,1.099973562,1.078370332,0.416664993,82,71,127,79,12,1
2.875656743,0.727620716,0.362583233,0.335683333,0,1,0.534365984,1,3.785675807,1.082880616,1.0515936,0.40304584,47,50,43,69,8,1
2.866666667,0.699553049,0.308501077,0.310664867,0,1,0.498897378,1,3.862880644,1.085614027,1.068802812,0.405426248,106,129,155,95,18,1
3.420035149,0.658368901,0.255302523,0.274057689,0,1,0.449529086,1,4.369690918,1.018145251,1.019483593,0.384863382,107,124,117,120,21,1
4.091549296,0.619686871,0.207486114,0.32001908,0,1,0.39305846,1,4.741496723,0.960824696,0.972546943,0.387656874,112,103,95,83,12,1
3.62962963,0.653689006,0.245336543,0.356267598,0,1,0.43140002,1,4.458248278,1.018398551,1.001508645,0.413448553,107,112,122,80,14,1
3.068904594,0.671253996,0.249204011,0.428484739,0,1,0.447296797,1,4.312670764,1.044334698,1.028530143,0.410585136,127,109,151,111,13,1
2.861997226,0.610354886,0.210866293,0.436950145,0,1,0.344736499,1,2.728598928,1.001752788,0.939457365,0.404888003,1069,1103,1077,1078,10,1
2.856233485,0.606381044,0.209273423,0.438218153,0,1,0.341438458,1,2.628296327,1.00091081,0.926960784,0.406324981,2069,2103,2077,2078,10,1
2.854210612,0.604986363,0.208769515,0.438642942,0,1,0.340334317,1,2.588948948,1.00061526,0.926960784,0.406827694,3069,3103,3077,3078,10,1
2.853178978,0.604275097,0.208523559,0.438855543,0,1,0.339781901,1,2.567585477,1.000464526,0.926960784,0.407083748,4069,4103,4077,4078,10,1
2.85255338,0.603843775,0.208378037,0.438983142,0,1,0.339450421,1,2.554056579,1.000373115,0.926960784,0.407238917,5069,5103,5077,5078,10,1
2.852496925,0.603857084,0.208373074,0.439015007,0,1,0.339460739,1,2.553869915,1.000387507,0.926960784,0.407243766,169,203,177,178,10,1
2.85253887,0.603886796,0.208416106,0.439033897,0,1,0.339480686,1,2.553683237,1.000394713,0.926960784,0.407252489,269,303,277,278,10,1
2.85267923,0.603867305,0.208400622,0.439018098,0,1,0.339464574,1,2.553496259,1.000398327,0.926960784,0.407262182,369,403,377,378,10,1
2.852819604,0.603847812,0.208385138,0.439002297,0,1,0.339448461,1,2.553571165,1.00037554,0.926960784,0.407259247,469,503,477,478,10,1
2.852959992,0.603828317,0.208369655,0.438986493,0,1,0.339432349,1,2.553646075,1.000364155,0.926960784,0.407266033,569,603,577,578,10,1
2.853100394,0.603808821,0.208354173,0.438970687,0,1,0.339416237,1,2.553720988,1.000333866,0.926960784,0.407253164,669,703,677,678,10,1
2.845800826,0.612707063,0.212515646,0.440146563,0,1,0.348333269,1,2.706944718,1.010228106,0.99259758,0.41068998,1082,1071,1127,1079,12,1
2.847810481,0.607622722,0.210096449,0.439912895,0,1,0.343278231,1,2.616509576,1.00533369,0.926960784,0.409375374,2082,2071,2127,2079,12,1
2.848519178,0.60582975,0.209317036,0.439795986,0,1,0.341569804,1,2.580718775,1.003607437,0.926960784,0.408896798,3082,3071,3127,3079,12,1
2.848881281,0.604913644,0.208933635,0.439729304,0,1,0.340711836,1,2.561213661,1.002725369,0.926960784,0.408649242,4082,4071,4127,4079,12,1
2.84910109,0.604357536,0.208705791,0.439686532,0,1,0.340195951,1,2.548834897,1.002189907,0.926960784,0.408497965,5082,5071,5127,5079,12,1
2.849044555,0.604370849,0.208700908,0.43971832,0,1,0.340206342,1,2.548647874,1.002204365,0.926960784,0.408502789,182,171,227,179,12,1
2.849086264,0.604400539,0.208743986,0.439737189,0,1,0.340226372,1,2.548460836,1.00221165,0.926960784,0.408511501,282,271,327,279,12,1
2.849226234,0.604381104,0.208728484,0.439721487,0,1,0.340210262,1,2.548274634,1.002215346,0.926960784,0.408521195,382,371,427,379,12,1
2.849366218,0.604361668,0.208712983,0.439705782,0,1,0.340194153,1,2.54834929,1.002192685,0.926960784,0.408518435,482,471,527,479,12,1
2.849506215,0.604342229,0.208697482,0.439690075,0,1,0.340178043,1,2.548423948,1.002181407,0.926960784,0.408525302,582,571,627,579,12,1
3.524616626,0.611514662,0.223672922,0.259444979,0,1,0.393355879,1,2.029682163,0.999769585,1,0.370787358,310,310,310,310,110,2
3.404729422,0.609822647,0.217719576,0.307640124,0,1,0.376963636,1,2.045222389,0.99987013,1,0.381981224,550,550,550,550,150,2
3.733848954,0.614194722,0.240481669,0.169583448,0,1,0.427473855,1,1.906536531,0.999834659,1,0.351281574,171,171,171,171,121,2
3.951297223,0.590729783,0.217233166,0.152510721,0,1,0.402442952,1,1.942100137,1,1.142857143,0.362936062,448,448,448,448,148,2
4.122495446,0.589708561,0.230097528,0.083859205,0,1,0.426181562,1,1.855543284,0.999869951,1.142857143,0.350694745,304,304,304,304,54,2
4.353986333,0.592710706,0.263587051,0.041535395,0,1,0.477888677,1,1.647823584,0.999888005,1.142857143,0.327173295,110,110,110,110,85,2
4.391522334,0.59062595,0.264312466,0.05468089,0,1,0.479838731,1,1.664702846,1.00001812,1.142857143,0.326410226,99,99,99,99,79,2
4.404468764,0.592187263,0.269752928,0.068974902,0,1,0.487389574,1,1.633013356,0.99982279,1.142857143,0.323135921,106,106,106,106,96,2
4.384580292,0.58850365,0.258569649,0.041449152,0,1,0.471946659,1,1.696835622,0.999822709,1.142857143,0.329733332,93,93,93,93,63,2
4.43404838,0.584847102,0.256019136,0.048135159,0,1,0.469518804,1,1.702834535,0.999822629,1.142857143,0.330795573,77,77,77,77,47,2
4.452511416,0.583287671,0.255070995,0.050792907,0,1,0.468524925,1,1.70492011,0.999822548,1.142857143,0.331265156,70,70,70,70,40,2
4.376884422,0.593345515,0.268221585,0.056637588,0,1,0.484559121,1,1.64789793,1.000118695,1.142857143,0.324675189,133,133,133,133,93,2
4.456581353,0.584506399,0.258055824,0.055508969,0,1,0.472370365,1,1.68958902,1.000249272,1.142857143,0.330058996,95,95,95,95,45,2
4.413808871,0.590230148,0.266243624,0.061867268,0,1,0.482541885,1,1.652066403,1.000053512,1.142857143,0.325612695,120,120,120,120,80,2
2.143868376,0.7924227,0.375006817,0.788337467,0,1,0.498752002,1,3.592672524,1.010896995,1,0.517098589,3201,3626,3627,3847,457,2
2.225331229,0.783488841,0.369083233,0.765766128,0,1,0.498722221,1,3.678091253,1.021286451,1,0.510037635,368,525,488,368,68,2
2.485363054,0.757727788,0.328565413,0.744731826,0,1,0.45947261,1,4.034733811,0.986982897,1,0.498264122,1178,917,800,1244,78,2
2.68686917,0.740231319,0.331243119,0.652999653,0,1,0.481714742,1,4.039315406,1.017293358,1.000000978,0.45861378,2282,2530,2430,2193,350,2
2.761289705,0.733144545,0.318840569,0.654893076,0,1,0.467861176,1,4.143408623,1.007298719,1,0.462073046,599,330,421,550,57,2
2.756733483,0.733826313,0.319030484,0.658532464,0,1,0.467453292,1,4.147742087,1.006102705,1,0.462970659,548,303,378,506,54,2
2.635011004,0.743080863,0.334861602,0.656979909,0,1,0.485199965,1,4.01945163,1.020649235,1.000001966,0.458544439,371,554,504,349,85,2
2.638868954,0.7423251,0.33342308,0.656923551,0,1,0.483368271,1,4.035578437,1.019754699,1.000000182,0.458801477,369,525,487,368,68,2
