Contrast2,homogeneity2,energy2 ,correlation2 ,contrast3 ,homogeneity3 ,energy3 ,correlation3 ,z1_ent ,z1_mean ,z1_median ,z1_stand_dev ,bases_cnt.A ,bases_cnt.C ,bases_cnt.G ,bases_cnt.T,CAG_count,Class_label
0,1,1,NaN,0,1,1,NaN,0,67.14984709,66,7.502894634,69,103,77,78,10,1
0,1,1,NaN,0,1,1,NaN,0,68.13897281,70,7.921892805,66,99,103,63,7,1
0,1,1,NaN,0,1,1,NaN,0,68.05106383,66,7.372913961,103,120,126,121,13,1
0,1,1,NaN,0,1,1,NaN,0,67.35221239,66,7.404104398,113,165,136,151,18,1
0,1,1,NaN,0,1,1,NaN,0,66.8583691,66,7.918857399,40,85,60,48,8,1
0,1,1,NaN,0,1,1,NaN,0,67.53633218,66,7.736982361,126,183,154,115,23,1
0,1,1,NaN,0,1,1,NaN,0,68.1025641,70,6.575622472,123,79,80,108,10,1
0,1,1,NaN,0,1,1,NaN,0,68.23034735,70,6.793524205,170,117,123,137,13,1
0,1,1,NaN,0,1,1,NaN,0,68.77981651,70,7.950256612,90,120,151,75,17,1
0,1,1,NaN,0,1,1,NaN,0,67.82515991,70,7.59746684,113,137,125,94,13,1
0,1,1,NaN,0,1,1,NaN,0,69.57660167,70,7.390096698,82,71,127,79,12,1
0,1,1,NaN,0,1,1,NaN,0,67.45454545,66,6.829594179,47,50,43,69,8,1
0,1,1,NaN,0,1,1,NaN,0,68.5814433,70,7.745971092,106,129,155,95,18,1
0,1,1,NaN,0,1,1,NaN,0,67.79487179,66,7.314926761,107,124,117,120,21,1
0,1,1,NaN,0,1,1,NaN,0,67.94402036,70,7.245471571,112,103,95,83,12,1
0,1,1,NaN,0,1,1,NaN,0,68.36579572,70,7.573711969,107,112,122,80,14,1
0,1,1,NaN,0,1,1,NaN,0,68.90763052,70,7.307798955,127,109,151,111,13,1
0,1,1,NaN,0,1,1,NaN,0,67.93575225,66,7.23699176,1069,1103,1077,1078,10,1
0,1,1,NaN,0,1,1,NaN,0,67.96661463,66,7.22463689,2069,2103,2077,2078,10,1
